cdr_id,subscriber_id,call_type,call_start_ts,call_end_ts,duration_seconds,data_mb,originating_number,terminating_number,tower_id,network_type,roaming_country,call_cost,rating_status,is_anomaly,event_date
0fbb284a-f233-410e-8d41-af3fb83e9959,bcb50262-802a-4316-b88e-858984574696,roaming_voice,2024-05-19 20:24:17,2024-05-19 20:48:13,1436,,+13378562877,+19417775970,TWR-10742,3G,MX,34.9748,rated,0,2024-05-19
cd2f76d3-2621-4175-a8e8-c5c16c02e5f1,0f6f1a30-0299-48ac-96f4-7c5f6d6e7a80,roaming_voice,2022-09-08 19:47:39,2022-09-08 21:04:34,4615,,+16385664571,+12806813736,TWR-79893,LTE,JP,56.4661,rated,0,2022-09-08
8bc44fe5-5200-4368-b35c-a3ce46e6ecfe,695e4388-1e90-4625-a206-4a284158248b,voice_mo,2023-12-05 00:26:34,2023-12-05 00:52:23,1549,,+16254217888,+16651495837,TWR-64922,4G,,14.257,rated,0,2023-12-05
321c35db-caea-4d75-93c1-2817e87d0a1e,e29f9150-2c96-4ebb-88cc-a294175bbc4f,sms_mt,2024-01-11 20:39:22,2024-01-11 20:39:22,,,+16330864819,+13527230427,TWR-26926,LTE,,0.0,unrated,0,2024-01-11
364dcc6f-7388-45aa-af00-098819689de0,c72ab6c8-4e87-4369-a384-5672cd7b8b7d,roaming_data,2023-11-22 20:36:38,2023-11-23 07:00:30,37432,6487.462,+12304120912,,TWR-65265,5G_NSA,BR,1097.3747,rated,0,2023-11-22
d562b4a4-9db4-4900-897d-8dd081bb22ec,3b72be4b-464d-4207-a7be-27dcfee2ead0,voice_mt,2024-10-15 13:03:07,2024-10-15 14:55:48,6761,,+15010117121,+15499574692,TWR-39628,4G,,81.0455,rated,0,2024-10-15
b9f91a61-19ea-49ec-8f20-24f26f0526c1,9c392f03-2a39-45ea-82bf-a08ea2b27f94,voice_mo,2024-06-22 05:05:01,2024-06-22 06:08:04,3783,,+18604417499,+14434220111,TWR-88042,3G,,16.2726,rated,0,2024-06-22
2527f822-5944-4ef2-b2b3-018a826f0f97,2804e94f-d321-47ca-a597-093761637a0b,roaming_data,2023-12-04 18:08:55,2023-12-04 22:15:51,14816,5325.467,+19235507593,,TWR-28830,5G,DE,67.312,rated,0,2023-12-03
61456519-8523-4b37-987c-47aff70bb6a5,589db74c-f35a-447c-857c-ce3edde54899,voicemail,2023-03-29 23:30:56,2023-03-30 00:17:24,2788,,+19039403162,+14012956319,TWR-60273,3G,,102.7599,rated,0,2023-03-29
5252067e-830a-44ec-a8ee-d27edc091832,fa817573-c3f4-4966-8925-9dce9ab7d8a7,sms_mt,2023-05-28 02:54:03,2023-05-28 02:54:03,,,+14143079405,+16261242275,TWR-67425,5G,,0.0,rated,0,2023-05-28
baee0093-85d6-49ee-a63d-2ab904c9515e,880a6398-fb1e-49e9-ae47-a8f89092299a,voice_mt,2023-06-05 14:05:46,2023-06-05 14:56:17,3031,,+12825556526,+19158155813,TWR-10742,3G,,12.173,rated,0,2023-06-05
4627a7fd-d690-4664-beaf-f3a62175ce73,efef1be3-5dc5-4214-aa9d-d90e006fe2ca,sms_mo,2023-08-18 10:23:55,2023-08-18 10:23:55,,,+16231831064,+17620055256,TWR-96546,3G,,0.0,error,0,2023-08-18
45b992b5-744c-438d-8dd8-3d46c8ec4b0b,cff86678-fe6d-4d32-973c-75c606488a79,voicemail,2022-08-02 17:34:38,2022-08-02 18:56:31,4913,,+16792956687,+14718392279,TWR-57517,LTE,,104.71,unrated,0,2022-08-02
a2f7ee59-1ce3-40c8-8bb3-0731119a4ffe,08e4c108-4048-4eec-b3a6-1c9f9ab86675,sms_mt,2023-02-27 15:28:01,2023-02-27 15:28:01,,,+15879452445,+13723875270,TWR-96273,5G,,0.0,rated,0,2023-02-27
4b7d2593-7eb8-477c-b1f1-d1944ae10631,e3971efc-da6c-4b3e-8e2f-34be7e9d33a0,voice_mo,2024-12-08 04:09:46,2024-12-08 04:47:51,2285,,+17256529528,+15432125456,TWR-59018,LTE,,14.7501,rated,0,2024-12-08
715633ae-6920-46ca-9536-dc83474c95a8,d625d34d-c581-47bb-b145-3736a258512d,data_session,2024-11-12 20:14:20,2024-11-12 23:46:02,12702,5655.963,+19970820233,,TWR-97396,WiFi_calling,,506.2004,unrated,0,2024-11-12
82c19f61-ff5f-4527-a05b-0c1b2c2f6bd2,bcac1cd2-364a-4022-84f4-ace1fe2fb938,roaming_data,2023-03-20 03:10:37,2023-03-20 23:54:47,74650,3307.724,+17222532287,,TWR-99759,LTE,US,3490.484,rated,0,2023-03-20
4e9baee5-a24b-4e1a-8886-713c26759d5f,ac7542a3-10fc-4cae-be76-e8854453d5e0,roaming_voice,2024-09-04 20:14:24,2024-09-04 21:19:56,3932,,+12252843039,+14307070372,TWR-95637,WiFi_calling,CA,145.8253,rated,0,2024-09-04
63d71ae1-4cad-4c46-92bf-636f77629c84,9d68fc09-7e14-4887-8662-ebfd8d378019,sms_mo,2024-05-06 05:35:36,2024-05-06 05:35:36,,,+15583700008,+15910139018,TWR-22145,4G,,0.0,rated,0,2024-05-06
e5b02f83-eca6-4334-a01d-432e0dcbadd4,c7d1d62a-f87e-459f-bc8e-84f9866dd266,voice_mo,2023-06-30 07:29:15,2023-06-30 08:40:30,4275,,+18295220050,+18650316671,TWR-33462,LTE,,155.5391,rated,0,2023-06-30
e3679547-3c01-44fa-9e58-ed9b9862117c,873893ce-6687-4663-9c37-63bed5bc8833,data_session,2022-06-22 03:22:45,2022-06-22 16:58:06,48921,1603.725,+16052625690,,TWR-95764,5G,,473.4316,rated,0,2022-06-22
54edfb1c-2ccf-47ad-9dcf-489954086144,8d0459a9-b559-44eb-a657-2c1315545116,sms_mt,2024-08-19 22:44:34,2024-08-19 22:44:34,,,+13152902551,+19868851921,TWR-93894,3G,,0.0,rated,0,2024-08-19
83c10d70-b0f4-4cff-b0e9-cfb007815a0b,997099f9-7864-4391-ad16-aa2a17b335f2,voicemail,2024-04-30 13:22:41,2024-04-30 14:42:02,4761,,+19397440197,+13938488816,TWR-64619,WiFi_calling,,8.3751,rated,0,2024-04-30
42db94f9-3d6d-4d05-8667-07554ad1781f,e92179fd-c320-42ca-88b8-01be78ec418a,voice_mt,2022-01-14 13:43:02,2022-01-14 13:55:58,776,,+19739855215,+16245846694,TWR-59018,WiFi_calling,,31.3966,rated,0,2022-01-14
048a1a6a-23ad-4577-b7dc-7f5caace5633,562a42f6-6cc5-4283-bac8-be91b7d96eb9,voice_mt,2023-04-10 22:00:37,2023-04-10 22:46:16,2739,,+13464028350,+16611133460,TWR-43582,5G,,18.082,rated,0,2023-04-10
e09aef30-5ee0-4607-9b0b-60ef523715a4,60d02d66-bd59-4ef4-a702-b445dd3298f9,sms_mo,2024-10-16 00:22:12,2024-10-16 00:22:12,,,+14035312636,+19531424985,TWR-96581,5G_NSA,,0.0,rated,0,2024-10-16
1a480b5a-e142-4cb4-ae6d-ce0a07aa099b,251a1fbf-00fe-4a10-865f-fca4a57b097e,data_session,2024-10-14 07:22:27,2024-10-14 21:51:51,52164,45.841,+19552055368,,TWR-71477,WiFi_calling,,1910.6894,rated,0,2024-10-14
e0cc9737-803a-4456-9767-5e1f63702f55,9ec4fd17-3a19-4024-b052-0e1463a5c092,roaming_voice,2024-06-29 19:38:16,2024-06-29 21:08:48,5432,,+17904189013,+12623876488,TWR-63127,WiFi_calling,US,170.0255,rated,0,2024-06-29
f1d2475a-350c-4541-8093-358321ffdda9,cd573bbc-bdaa-44f4-b1be-00e8d978645c,voicemail,2023-02-03 21:37:03,2023-02-03 22:17:33,2430,,+17825864683,+12180505402,TWR-75422,LTE,,59.7628,rated,0,2023-02-03
517a97df-1b0a-486e-bf5e-ba2d9f936cee,a50a4027-5c52-4508-96c6-65a4c6c21931,roaming_data,2024-01-29 21:11:49,2024-01-30 10:07:35,46546,4926.605,+13927067279,,TWR-32499,3G,US,440.0114,unrated,0,2024-01-29
43d31459-8a46-4aa4-9186-8bd07ffe6345,43d39d50-6d26-4247-9e16-ec6325ba73f7,data_session,2023-04-27 10:36:56,2023-04-28 07:42:10,75914,4998.611,+15987135782,,TWR-36707,LTE,,3028.3105,rated,0,2023-04-27
ad033231-8dee-4855-95e8-91402a373685,d2f82f4a-c0e7-4d45-be95-cf4908e1b0c9,sms_mo,2024-08-30 22:38:47,2024-08-30 22:38:47,,,+13155236713,+19075726760,TWR-52021,WiFi_calling,,0.0,rated,0,2024-08-30
31da8287-cfc2-48a8-ad97-c6bbc28afee8,60de4fb9-0fc5-4629-8369-5ad0c2cc31d0,roaming_data,2023-02-05 03:05:38,2023-02-05 08:46:02,20424,431.562,+14100628769,,TWR-33435,5G,MX,325.8967,rated,0,2023-02-05
6b374e6a-4a75-4d31-806a-37a6d8ccb5c2,17575c31-99e4-4203-ac7c-11389e1dc35f,roaming_voice,2023-05-20 05:39:54,2023-05-20 05:51:06,672,,+18105374042,+16750957468,TWR-52021,4G,,20.4523,rated,0,2023-05-20
17af6d9b-8826-4c1a-8c23-fd6ccbad6be7,c7495797-46aa-417d-af98-3cf5cd29a279,sms_mo,2022-12-23 23:08:18,2022-12-23 23:08:18,,,+14956466658,+12313782661,TWR-84306,5G,,0.0,rated,0,2022-12-23
679564fe-69f6-408c-847b-64a3592912df,39ad47c8-8b41-406d-8d44-92218d1fe14a,sms_mt,2024-12-21 07:02:34,2024-12-21 07:02:34,,,+14423671361,+17224158622,TWR-59906,LTE,,0.0,rated,0,2024-12-21
7dbe1d0f-de30-4669-bdc8-28b2c1383221,acc37e4c-d5d2-4464-9b07-a7f39ddc1f8f,sms_mo,2022-03-12 19:23:18,2022-03-12 19:23:18,,,+15973983025,+15581434803,TWR-65732,4G,,0.0,rated,0,2022-03-12
15d0cd17-2dc8-406f-bcc3-688025472f4e,3222212b-e69c-4293-85dd-08913682db42,voice_mo,2022-09-01 07:26:39,2022-09-01 07:45:29,1130,,+15885256522,+13713247707,TWR-60209,4G,,3.0871,rated,0,2022-09-01
8d0538e3-f30f-4c24-8496-400af06f8841,1f02e5a7-4b49-48c0-81b3-1024c85933f2,sms_mt,2022-04-21 18:32:10,2022-04-21 18:32:10,,,+17918692721,+13369261163,TWR-14927,WiFi_calling,,0.0,rated,0,2022-04-21
120b44ed-f868-4ca2-aa9e-30ec6d88dd11,bcac1cd2-364a-4022-84f4-ace1fe2fb938,data_session,2023-07-10 11:19:22,2023-07-10 19:20:58,28896,2253.518,+16152799435,,TWR-25560,WiFi_calling,,1281.7398,unrated,0,2023-07-10
4b6b74b1-2048-4eaf-9f8f-c1fd2a2d72a4,69e10691-3d1c-45e5-a58c-4ec9525181cc,voice_mo,2023-03-26 02:30:20,2023-03-26 03:00:36,1816,,+16920737543,+14342902268,TWR-13054,4G,,80.3346,error,0,2023-03-26
e17e1708-0aa9-48f7-8391-05ec88fc88bf,cc0a86b1-b0dd-49b3-859c-65da2a773413,roaming_data,2024-03-26 18:27:38,2024-03-27 09:38:22,54644,2677.174,+16805401954,,,LTE,DE,1260.3227,unrated,0,2024-03-26
d621cfef-f7fb-4791-8afa-c398a4deeafe,c4126438-84a5-4a2f-8519-49a804b7da09,roaming_data,2024-07-11 23:39:49,2024-07-12 16:15:32,59743,4898.89,+13458257779,,TWR-71477,3G,BR,2824.1623,rated,0,2024-07-11
a6b47cc6-fe38-48a3-9c71-ad9aa7c995aa,7afe768d-bdec-46d6-b071-858da8ead0b9,sms_mt,2023-12-12 15:17:36,2023-12-12 15:17:36,,,+14433320420,+12156670609,TWR-25560,3G,,0.0,rated,0,2023-12-12
6acb7841-8efd-4271-8010-8d59d8bc4b11,e71c3555-3e17-4511-b8e8-00efcdf41040,data_session,2024-06-28 20:28:27,2024-06-28 22:50:24,8517,7343.001,+19834131871,,TWR-26561,3G,,211.9331,partial,0,2024-06-28
165dfc36-5fa2-4ec3-b919-9f3cf72ba332,eaee6dfb-e467-4248-8061-5fd28e1ed851,voice_mt,2023-02-01 22:23:02,2023-02-01 22:56:34,2012,,+13072711418,+16291007262,TWR-70566,LTE,,74.09,rated,0,2023-02-01
5b5814ab-6b80-4364-bb3a-31f8d7d7fe5b,118ef06b-7aaf-4ab2-9406-e4f659d1ef0d,sms_mt,2024-06-14 17:51:25,2024-06-14 17:51:25,,,+14856565877,+13163443198,TWR-77981,5G_NSA,,0.0,rated,0,2024-06-14
58490604-61e7-413c-a034-87f370146a13,205c6253-7ba1-4d1d-bc28-ee96388d3c1b,voice_mo,2022-06-15 06:39:17,2022-06-15 07:27:14,2877,,+12967797519,+19616075010,TWR-90922,WiFi_calling,,10.1642,rated,0,2022-06-15
c0a48ecc-e326-415d-8c02-c9aa2236fe73,cc103fab-cb55-4729-8155-1f56a243abc6,voice_mt,2024-08-15 04:29:05,2024-08-15 05:47:54,4729,,+17224442297,+18317461435,TWR-54151,4G,,28.8437,rated,0,2024-08-15
87c768d7-9a18-4635-89a1-83033640e8c3,4c7ee18e-ce5b-490b-9ae0-9378aa5cddcb,sms_mo,2024-10-06 18:15:48,2024-10-06 18:15:48,,,+15287233008,+15268360889,TWR-40180,5G,,0.0,rated,0,2024-10-06
d2af0ec9-2068-4f21-9ceb-f24af2337d1c,3a6b9d7c-d84f-4163-bb43-316b21e513d5,voice_mo,2024-01-11 23:00:52,2024-01-12 00:16:20,4528,,+12960245455,+19429040247,TWR-27160,WiFi_calling,,62.3965,rated,0,2024-01-11
cc24e5ad-2e68-4be3-b37f-dc4bf8d02080,60d02d66-bd59-4ef4-a702-b445dd3298f9,data_session,2022-03-31 09:03:37,2022-04-01 01:15:05,58288,6929.356,+15570550958,,TWR-36707,3G,,2877.2272,rated,0,2022-03-31
5775102e-64b2-46c0-9501-5b7773748450,18750202-b949-4de3-9121-23bf69e5c816,sms_mt,2022-07-16 07:42:50,2022-07-16 07:42:50,,,+13406279477,+12314543709,TWR-57517,5G_NSA,,0.0,rated,0,2022-07-16
a21766f3-bcdb-49b0-90d9-e4a8ec5c97dc,5bb9619d-683c-4a56-bcc5-c200a824c596,voice_mt,2024-07-09 14:07:23,2024-07-09 15:38:20,5457,,+17688204284,+13542946035,TWR-33462,5G_NSA,,147.4093,rated,0,2024-07-09
ce4c5d14-f81e-4d6d-ad5a-18684229286e,cdb52ff2-f767-43de-9861-1124c6a35bbd,sms_mt,2022-09-25 18:03:29,2022-09-25 18:03:29,,,+15623705144,+15682453352,,LTE,,0.0,rated,0,2022-09-25
71c185ef-7b1d-4954-b0fd-a4ebf48505b6,217d48c5-da1b-41a4-944d-be4f76b702bd,data_session,2023-01-16 04:40:12,2023-01-16 07:26:54,10002,5314.622,+18749878488,,TWR-56568,5G,,483.8082,partial,0,2023-01-16
ea3f9a0f-9abb-474c-b672-9d835db28ba1,a76ebf51-beb9-4f82-abcd-93e9e5eba3b7,voice_mo,2023-10-11 14:10:33,2023-10-11 15:30:05,4772,,+18852036763,+17795301939,TWR-65732,WiFi_calling,,34.4329,rated,0,2023-10-11
a0850c3d-dd16-4f81-8be3-6811bd1160d0,c6b571f2-77f8-4a50-a9dd-47b1bbd18e1c,voicemail,2022-03-12 14:36:17,2022-03-12 15:21:37,2720,,+17155240692,+15326150204,TWR-37207,5G_NSA,,64.7644,rated,0,2022-03-12
58577445-1fc9-4219-9920-d491b7c17a9a,518ec484-4c63-414a-b213-f7d502b4b50b,roaming_data,2024-04-03 08:45:31,2024-04-03 12:49:23,14632,4499.984,+19916793736,,TWR-40658,WiFi_calling,DE,475.8571,error,0,2024-04-03
0609fee2-73a3-4174-82eb-84899934afe5,420811c7-771d-475b-87ba-50c3f1401481,voice_mt,2022-11-27 14:49:58,2022-11-27 15:33:59,2641,,+14517887534,+12977124148,TWR-59784,5G_NSA,,19.4014,rated,1,2022-11-27
270c6079-bb04-44f1-a643-237c68362a4c,8ddc7a56-c999-4252-894b-2d8e4d652ab3,roaming_data,2023-12-06 09:52:09,2023-12-07 09:49:28,86239,1680.431,+16213020951,,TWR-88599,LTE,BR,3286.0003,rated,0,2023-12-06
f677b686-88d9-4092-925c-404697f6bac6,8e179af9-5f13-4e88-a13b-1c40ab5452d6,voice_mt,2022-10-09 14:30:16,2022-10-09 15:56:16,5160,,+12674646781,+19323033279,TWR-48126,3G,,114.4209,rated,0,2022-10-09
68953965-955d-46c3-88b1-306d5803d6a3,c036429f-0eb2-4ee6-8464-d70a009c6023,roaming_voice,2023-01-26 20:24:19,2023-01-26 20:39:04,885,,+13583725014,+16364167705,TWR-98381,5G_NSA,US,33.7464,rated,0,2023-01-26
bd491b36-62e2-4ebb-a058-a48729453efa,b2da643a-3cee-409b-a9d8-98b5731196dc,data_session,2024-11-27 19:04:27,2024-11-28 04:21:09,33402,7149.994,+14557401847,,TWR-32824,WiFi_calling,,1321.7326,error,0,2024-11-27
72759aee-16db-4a2d-9fe4-5d3f08320d02,df7a8cdb-092f-4576-b10f-d7154eb640e7,data_session,2024-06-13 01:57:08,2024-06-13 21:09:23,69135,6186.273,+18136856533,,TWR-43663,5G,,2952.7596,error,0,2024-06-13
557b4815-96ea-4764-9cab-724379c35d6e,18e59e3f-d6fd-4039-a163-3c34e067236b,roaming_data,2023-10-10 13:01:58,2023-10-10 14:49:31,6453,1727.263,+18629784496,,TWR-67896,3G,JP,219.2216,rated,0,2023-10-10
e02dbc8c-2545-4ee4-b7ed-b09cde818954,80827bdf-d904-449c-add3-86fd3b821478,voicemail,2024-11-26 16:46:47,2024-11-26 18:34:33,6466,,+14769126078,+14887238245,TWR-48408,3G,,174.7068,rated,0,2024-11-26
f0a887fb-ca4d-48d6-9deb-0a8d096b2d00,d1989638-debe-4f93-a5bb-0f4c0211f766,voicemail,2024-08-15 07:25:51,2024-08-15 08:53:43,5272,,+18609786505,+18652340610,TWR-33284,3G,,172.9119,unrated,0,2024-08-15
fcbfce8f-149d-403d-a63a-35a8c7c79563,5f3e4b83-e1ba-44b4-afcf-c6b788e1c508,roaming_voice,2022-06-01 11:05:54,2022-06-01 11:16:02,608,,+16209553363,+15507258533,TWR-40180,5G_NSA,CA,13.018,rated,0,2022-06-01
097fcf53-25da-4e0c-8ff0-4f26c13c6cdf,a98cf2b2-c701-4e95-aed6-f3cb56810487,sms_mt,2023-04-28 22:26:25,2023-04-28 22:26:25,,,+18396378303,+12384265544,TWR-59018,5G,,0.0,rated,0,2023-04-28
dd29953b-8020-4cac-aca6-69454a8bf1ed,a0a8ccb0-99e8-46ce-939c-bdaf9268bbbe,data_session,2023-10-04 03:38:21,2023-10-04 18:27:59,53378,4577.267,+12620256892,,TWR-70566,3G,,1193.0586,rated,0,2023-10-04
62e60918-5712-4558-a1be-91f88c0398a8,8b110204-07f9-4485-9d98-2cd73d9088a0,sms_mo,2023-10-25 23:35:29,2023-10-25 23:35:29,,,+12027060887,+14187024045,TWR-98912,5G_NSA,,0.0,rated,0,2023-10-25
f5666f31-69d1-4655-af14-09908e1601ad,6186a91e-07e7-446b-b559-027b3d26b793,data_session,2024-12-30 13:02:09,2024-12-30 17:43:01,16852,646.248,+19837698698,,TWR-38353,WiFi_calling,,212.6442,rated,0,2024-12-30
050831eb-3ebd-4d2c-8247-05804224b2e5,f9d9dc52-eb72-4359-9ce5-b2528adb3d47,voice_mt,2022-03-26 02:11:13,2022-03-26 02:48:40,2247,,+13371495905,+13640916362,TWR-60585,WiFi_calling,,92.0121,partial,0,2022-03-26
a3b75949-498f-4103-8fb4-e356095fa6f7,3511158f-39dd-4fb4-a961-f9fbcf29a424,sms_mt,2022-04-17 14:59:17,2022-04-17 14:59:17,,,+14607234691,+16897745762,TWR-15590,LTE,,0.0,error,0,2022-04-17
a427220c-974e-4675-a0e7-c22e286c718e,4a9675d3-8b9c-44f5-864e-52870e64ba20,data_session,2023-11-06 18:41:54,2023-11-07 17:59:42,83868,7681.587,+12682688995,,TWR-80040,5G_NSA,,3786.3395,rated,0,2023-11-06
6e1dbd83-5ddc-4065-8fef-485fc8478952,90689bf3-5491-4703-9d57-e77c19e9d75c,sms_mo,2024-07-07 18:39:08,2024-07-07 18:39:08,,,+16381265543,+12257169143,TWR-14927,5G_NSA,,0.0,rated,0,2024-07-07
3a04fde6-3dd2-4ef4-a5b7-8b77b542a1a9,c6b571f2-77f8-4a50-a9dd-47b1bbd18e1c,voice_mo,2023-05-18 12:06:05,2023-05-18 13:58:20,6735,,+17327012979,+17961632002,TWR-40174,3G,,90.061,partial,0,2023-05-18
74c7e411-e0a4-4492-a7c7-45ec67c32ae5,997099f9-7864-4391-ad16-aa2a17b335f2,voicemail,2024-10-15 18:40:42,2024-10-15 19:48:41,4079,,+12204957076,+14900046317,TWR-83526,4G,,49.1815,rated,0,2024-10-15
975f4515-c86a-4ca6-bc08-6a8faa151eb8,28390021-dde0-49ee-ba3e-ea1af7682d56,roaming_voice,2024-05-11 05:06:31,2024-05-11 05:34:19,1668,,+12966803067,+12247678911,TWR-48793,5G,US,60.0568,rated,0,2024-05-11
de013cfb-dfa0-442f-8509-b2558a122432,9cb6f557-fc1d-41e3-9155-d0397decd462,voicemail,2023-01-20 21:05:37,2023-01-20 22:13:11,4054,,+13769730071,+19475092464,TWR-59410,LTE,,25.591,rated,0,2023-01-20
a2ae2ea1-8fd6-4a50-9070-8a8da40121bd,48049fcc-6812-4c89-83d7-61f6ca59d58f,data_session,2024-03-06 18:14:03,2024-03-06 22:40:42,15999,4563.982,+15078672809,,TWR-96581,4G,,651.4288,error,0,2024-03-06
574e81fb-ad76-437a-b880-08a79cc47d12,b2dc7630-26e3-4b98-86b8-ba121ee14481,roaming_voice,2022-05-15 09:08:04,2022-05-15 10:08:15,3611,,+14264054666,+16152906861,TWR-93942,WiFi_calling,US,125.2401,rated,0,2022-05-15
f6640ad7-82ee-44cd-8de4-711aa322d7b6,244a7d62-eb20-4c10-a884-bc4c2716f851,data_session,2023-12-09 12:43:29,2023-12-10 11:37:53,82464,3496.175,+15811127816,,TWR-93894,4G,,4119.0721,rated,0,2023-12-09
ba6e2701-51de-4878-b043-a45388cf5e6b,5e522efc-e649-4550-a73a-9f8c37baad89,voice_mo,2023-10-11 21:17:36,2023-10-11 23:14:42,7026,,+16122923141,+13086829555,TWR-97433,5G,,282.2914,rated,0,2023-10-11
5fb35b88-c81f-40f1-abf7-9607ccb1b5ba,71fdf0f1-8a63-4039-896d-e59fdeb52bd0,voice_mo,2024-04-06 22:32:45,2024-04-06 22:55:09,1344,,+12544822999,+19974599946,TWR-23860,4G,,18.1786,unrated,0,2024-04-06
94eac2dd-f8d7-4d87-9cbb-b0c76d9f9bf9,f8903ae2-4d13-4fe5-9a32-a80429672d74,voice_mo,2023-11-05 19:25:48,2023-11-05 19:37:33,705,,+17732475139,+19851648632,TWR-13054,3G,,28.2407,rated,0,2023-11-05
c5d050f0-1e12-4ab9-94eb-78a30e71c942,11ab5586-166e-4005-921c-9dfa2dd285c7,voice_mt,2023-01-13 09:12:18,2023-01-13 10:00:49,2911,,+15194611992,+19289048061,TWR-33753,5G,,78.2514,rated,0,2023-01-13
d4239b38-997f-4ee6-8300-2ddc760f2a2f,559d985f-96d8-420f-8a93-6c13aecf6bea,roaming_voice,2022-08-14 19:14:09,2022-08-14 20:43:39,5370,,+19462711935,+15976151876,TWR-74130,3G,MX,54.3987,partial,0,2022-08-14
3c91262c-59b8-4f53-a6fe-b89ff03dd7cf,8d4c45ce-8bb1-4367-8717-06657ab2a657,voice_mo,2024-11-19 05:26:14,2024-11-19 07:20:44,6870,,+15096341116,+17135019120,TWR-43761,3G,,194.6805,rated,0,2024-11-19
9d130578-7935-4aa4-b6e1-9ef7ac8001ae,568450df-29a5-41d7-89ee-f0a6ed6d4b91,sms_mt,2022-03-30 14:40:45,2022-03-30 14:40:45,,,+19879459663,+18966628272,TWR-80040,WiFi_calling,,0.0,rated,0,2022-03-30
80be2d08-c603-4a67-978e-29f3745dc58e,244a7d62-eb20-4c10-a884-bc4c2716f851,sms_mt,2022-06-09 23:16:08,2022-06-09 23:16:08,,,+16505990383,+12003493123,TWR-92839,5G,,0.0,unrated,0,2022-06-09
68222ec8-d2be-45be-8b06-b1a8f5d0e003,e69ea138-c6d0-4214-9dfa-21f0c4e3b5be,data_session,2024-03-14 02:04:33,2024-03-14 23:47:58,78205,1727.232,+18191372012,,TWR-29718,LTE,,3786.0979,rated,0,2024-03-14
2d5cdc59-c253-4a8e-8931-a58531cf14b5,a6150e53-f876-42e0-86e0-4c6d285d6408,data_session,2022-10-25 11:59:45,2022-10-26 10:13:17,80012,3994.129,+18650119338,,TWR-68192,LTE,,3642.2006,rated,0,2022-10-25
1f0315fb-3756-45dd-97e3-60ea86f3c1c6,8482b347-444f-4211-beca-833fcd75b827,voice_mt,2024-02-28 05:16:51,2024-02-28 07:16:07,7156,,+18383587896,+12939184352,TWR-80599,3G,,10.4031,rated,0,2024-02-28
bf471de1-e88a-473f-b880-dabc36f5b3f0,ecf01e3d-7007-4cbc-9483-f1d409669ccd,data_session,2022-09-22 05:54:15,2022-09-22 18:32:33,45498,1632.719,+18950370697,,TWR-47711,5G,,696.3683,rated,0,2022-09-22
35189710-5e5f-42e0-95ca-c971b1fd6872,45223ac8-88be-4acf-bded-2ef37f45414b,roaming_voice,2022-02-20 23:44:09,2022-02-21 00:27:04,2575,,+18884042083,+16895550888,TWR-48846,LTE,GB,98.0505,unrated,0,2022-02-20
fa1365d6-dc5f-4886-b7f9-3cfe5a149f78,28442452-4c09-4795-8223-c9abbd09dd91,voicemail,2023-10-28 19:06:34,2023-10-28 19:53:55,2841,,+17427041362,+13116028089,TWR-42562,5G,,57.8751,rated,0,2023-10-28
a64d0bfe-c420-45e4-ad86-0aaf8364bce1,cf8b21dc-ed04-4954-812a-637aa1252fd7,roaming_data,2024-03-04 02:59:54,2024-03-04 06:26:49,12415,6411.804,+13909731722,,TWR-26682,5G_NSA,DE,15.3191,rated,0,2024-03-04
a6f3ccf3-69b0-4f94-b9d8-1f9cd243e661,ddeba046-a62e-43b5-83a3-7655c1b1b42b,sms_mt,2024-05-24 01:30:49,2024-05-24 01:30:49,,,+17940339137,+12570427646,TWR-90375,WiFi_calling,,0.0,rated,0,2024-05-24
ed6b9870-9459-447c-b831-1bd281967d2f,04ff296c-4672-4117-83a0-c8a6307517aa,data_session,2024-03-19 04:03:57,2024-03-19 22:38:54,66897,5081.437,+19038201988,,TWR-51468,LTE,,1438.1568,rated,0,2024-03-19
98c977d2-e786-4d91-bc57-d576f63729b2,151aa59b-3665-4ca5-bb61-e52b665556cf,roaming_data,2024-04-14 14:43:31,2024-04-14 21:01:19,22668,2767.922,+15290541848,,TWR-79574,5G_NSA,CA,354.0679,rated,0,2024-04-14
183f6192-99d7-4fc7-ac87-99b8072912fa,25fc357a-89ef-4a93-8ae2-3dace5b72409,voice_mt,2023-09-01 14:53:50,2023-09-01 15:55:23,3693,,+16645001543,+18571950994,TWR-62950,5G_NSA,,46.766,rated,0,2023-09-01
0ae9c4be-6354-42a1-afc8-dd20c071f684,458db7c6-acc7-4b4f-9849-28ab26c9415d,voice_mt,2022-05-18 19:54:41,2022-05-18 20:48:20,3219,,+15155163953,+17054767407,TWR-96546,5G,,149.2618,rated,0,2022-05-18
046bfcaa-434f-4dce-9f57-4f99fd29af55,9fb42366-0801-4c22-93fc-7e35ad137c7a,data_session,2022-12-31 22:56:31,2023-01-01 00:50:43,6852,1838.401,+16749472854,,TWR-64272,WiFi_calling,,198.3546,rated,0,2022-12-31
01be2258-89eb-401d-98f8-769e4858d808,4dbeefeb-8114-4d12-bb99-207310b48953,voice_mt,2023-07-20 02:30:27,2023-07-20 03:36:16,3949,,+18417584555,+19334738553,TWR-86767,3G,,96.4523,rated,0,2023-07-20
